Shambler.dec	Shambler	16	DND_DUNGEON_SHAMBLER
HellKnight.dec	BloodSatyr	64	DND_BLOODSATYR
HellKnight.dec	HellWarrior	50	DND_HELLWARRIOR
HellKnight.dec	HellsFury	50	DND_HELLSFURY
HellKnight.dec	ArchonOfHell	20	DND_ARCHON
HellKnight.dec	WarlordOfHell	50	DND_WARLORD
HellKnight.dec	ShadowBeast	144	DND_SHADOWBEAST
HellKnight.dec	BlackKnight	100	DND_BLACKKNIGHT
HellKnight.dec	SkullWizard	48	DND_SKULLWIZARD
HellKnight.dec	ChaosSerpent	64	DND_CHAOSSERPENT
HellKnight.dec	MoonSatyr	64	DND_MOONSATYR
HellKnight.dec	IceGolem	48	DND_ICEGOLEM
HellKnight.dec	Gladiator	64	DND_GLADIATOR
HellKnight.dec	Putrefier	84	DND_PUTREFIER
Imp.dec	STDarkImp	200	DND_DARKIMP1
Imp.dec	NamiDarkImp	200	DND_DARKIMP2
Imp.dec	VoidDarkImp	200	DND_VOIDDARKIMP
Imp.dec	NetherDarkImp	100	DND_NETHERDARKIMP
Imp.dec	ImpAbomination	200	DND_IMPABOM
Imp.dec	STImp	200	DND_STIMP
Imp.dec	VoidImp	200	DND_VOIDIMP
Imp.dec	SoulHarvester	160	DND_SOULHARVESTER
Imp.dec	PyroImp	200	DND_PYROIMP
Imp.dec	Devil	160	DND_DEVIL
Imp.dec	Devil2	128	DND_DEVIL2
Imp.dec	Vulgar	180	DND_VULGAR
Imp.dec	UndeadMage	184	DND_UNDEADMAGE
Imp.dec	ReaverRobot	128	DND_REAVER
Imp.dec	Shadow	200	DND_SHADOW
Imp.dec	Roach	64	DND_ROACH
Arachno.dec	AbyssalArachno	96	DND_ABYSS_ARACHNOTRON
Baron.dec	AbyssalBaron	16	DND_ABYSS_BARON
Cacodemon.dec	AbyssalCaco	128	DND_ABYSS_CACODEMON
Chaingunner.dec	AbyssalChaingunner	150	DND_ABYSS_CHAINGUNNER
Cyber.dec	AbyssalCyberdemon	20	DND_ABYSS_CYBERDEMON
Demon.dec	AbyssalDemon	144	DND_ABYSS_DEMON
Fatso.dec	AbyssalFatso	56	DND_ABYSS_MANCUBUS
HellHound.dec	AbyssalHound	144	DND_ABYSS_HOUND
HellKnight.dec	AbyssalHellKnight	32	DND_ABYSS_HELLKNIGHT
Imp.dec	AbyssalImp	160	DND_ABYSS_IMP
LostSoul.dec	AbyssalLostSoul	256	DND_ABYSS_LOSTSOUL
MotherDemon.dec	AbyssalMotherDemon	4	DND_ABYSS_MOTHERDEMON
NightmareCaco.dec	AbyssalNightmareCaco	32	DND_ABYSS_NIGHTMARECACO
NightmareImp.dec	AbyssalNightmareImp	32	DND_ABYSS_NIGHTMAREIMP
PainElemental.dec	AbyssalPainElemental	128	DND_ABYSS_PAINELEMENTAL
Revenant.dec	AbyssalRevenant	84	DND_ABYSS_REVENANT
SM.dec	AbyssalQueen	24	DND_ABYSS_SPIDERDEMON
Shotgunner.dec	AbyssalShotgunner	155	DND_ABYSS_SHOTGUNNER
Spectre.dec	AbyssalSpectre	96	DND_ABYSS_SPECTRE
Vile.dec	AbyssalArchVile	4	DND_ABYSS_ARCHVILE
Zombieman.dec	AbyssalZombieman	170	DND_ABYSS_ZOMBIEMAN
ArmoredFlemoid.dec	ArmoredFlemoid	75	DND_CHEX_ARMORED
BipedalFlemoid.dec	BipedalFlemoid	60	DND_CHEX_BIPEDAL
Brownabe.dec	FlemoidBernabe	2	DND_CHEX_BERNABE
Carrier.dec	FlemCarrier	60	DND_CHEX_FLEMCARRIER
CommonFlemoid.dec	CommonFlemoid	90	DND_CHEX_COMMON
Cyclops.dec	CyclopsFlemoid	50	DND_CHEX_CYCLOPS
FlemMine.dec	FlemMine	0	DND_CHEX_FLEMMINE
Flembomination.dec	Flembomination	10	DND_CHEX_FLEMBOMINATION
Flemobius.dec	FlemoidMobius	16	DND_CHEX_FLEMOBIUS
HeavyArmored.dec	HeavyArmoredFlemoid	40	DND_CHEX_HEAVYARMORED
Larva.dec	FlemoidLarva	40	DND_CHEX_LARVA
Maximus.dec	FlemoidMaximus	8	DND_CHEX_MAXIMUS
Meteor.dec	ChexMeteorGround	255	DND_CHEX_METEOR
Quadwumpus.dec	ChexQuadrumpus	30	DND_CHEX_QUADWUMPUS
Snotfolus.dec	Snotfolus	2	DND_CHEX_SNOTFOLUS
Stridicus.dec	FlemoidStridicus	25	DND_CHEX_STRIDICUS
SuperCyclops.dec	SuperCyclops	25	DND_CHEX_SUPERCYCLOPS
Legendary.dec	DreamingGod	4	DND_DREAMER
Legendary.dec	Torrasque	32	DND_TORRASQUE
Legendary.dec	Mordecqai	0	DND_MORDECQAI
Legendary.dec	GodSlayer	0	DND_GODSLAYER
Legendary.dec	Golgoth	6	DND_GOLGOTH
LostSoul.dec	BabyCaco	176	DND_BABYCACO
LostSoul.dec	Fleshspawn	224	DND_FLESHSPAWN
LostSoul.dec	ESoul	128	DND_ETHEREALSOUL
LostSoul.dec	GuardianCube	128	DND_GUARDIANCUBE
LostSoul.dec	ForgottenOne	230	DND_FORGOTTENONE
LostSoul.dec	Watcher	160	DND_WATCHER
Mancubus.dec	Corpulent	48	DND_CORPULENT
Mancubus.dec	Daedabus	64	DND_DAEDABUS
Mancubus.dec	IceFatso	80	DND_ICEFATSO
Mancubus.dec	Mafibus	20	DND_MAFIBUS
Mancubus.dec	Paladin	80	DND_PALADIN
Mancubus.dec	Gamon	64	DND_GAMON
Mancubus.dec	Mephisto	32	DND_MEPHISTO
Mancubus.dec	Abomination	72	DND_ABOMINATION
Mancubus.dec	GoldGolem	32	DND_GOLDGOLEM
Mancubus.dec	Yeti	32	DND_YETI
PainElemental.dec	TorturedSoul	64	DND_TORTUREDSOUL
PainElemental.dec	Defiler	64	DND_DEFILER
PainElemental.dec	Helemental	32	DND_HADESELEMENTAL
PainElemental.dec	HS	0	DND_HADESSPHERE
PainElemental.dec	DESentinel	64	DND_SENTINEL
PainElemental.dec	BloodLich	32	DND_BLOODLICH
PainElemental.dec	ShadowDisciple	140	DND_SHADOWDISCIPLE
PainElemental.dec	HellArbiter	96	DND_HELLARBITER
Revenant.dec	Incarnate	64	DND_INCARNATE
Revenant.dec	Incarnate_Pretender	64	DND_INCARNATE
Revenant.dec	BeamRevenant	100	DND_BEAMREVENANT
Revenant.dec	Cadaver	70	DND_CADAVER
Revenant.dec	Widowmaker	60	DND_WIDOWMAKER
Revenant.dec	SludgeGiant	96	DND_SLUDGEGIANT
Revenant.dec	SludgeGiantSplit	96	DND_SLUDGEGIANT2
Revenant.dec	SludgeGiantSplitFinal	96	DND_SLUDGEGIANT3
Revenant.dec	DarkServant	96	DND_DARKSERVANT
Revenant.dec	Crawler	64	DND_CRAWLER
Revenant.dec	Draugr	100	DND_DRAUGR
Revenant.dec	CyborgSoldier	40	DND_CYBORGSOLDIER
Shotgunguy.dec	SSGZombie	170	DND_ZOMBIESSG
Shotgunguy.dec	ZSpecOpsShotgun	192	DND_ZSPECSG
Shotgunguy.dec	LOSShotgunGuy	170	DND_SGLOS
Shotgunguy.dec	LOSSuperShotgunGuy	200	DND_SSGLOS
Shotgunguy.dec	SawedOffShotgunGuy	255	DND_SAWEDOFF1
Shotgunguy.dec	SawedOffShotgunGuy2	224	DND_SAWEDOFF2
Shotgunguy.dec	QuakeZombieShotgun	200	DND_ZOMBIEQUAKE2
Shotgunguy.dec	UndeadRogue	30	DND_ROGUE
Spectre.dec	Lurker	140	DND_LURKER
Spectre.dec	FlameDemonGhost	150	DND_FLAMEDEMON
Spectre.dec	NightmareSpectre	120	DND_NIGHTMAREDEMON
Spectre.dec	Gravedigger	180	DND_GRAVEDIGGER
Spectre.dec	Devourer	96	DND_DEVOURER
Spectre.dec	SoulEaterGhost	128	DND_SOULEATER
Spectre.dec	NhumCignGhost	96	DND_NHUMCIGN
Spectre.dec	RavagerGhost	96	DND_RAVAGER
SpiderMastermind.dec	Demolisher	20	DND_DEMOLISHER
SpiderMastermind.dec	Arachnophyte	8	DND_ARACHNOPHYTE
SpiderMastermind.dec	PsionicQueen	40	DND_PSIONICQUEEN
SpiderMastermind.dec	AngelOfDeath	48	DND_ANGELOFDEATH
SpiderMastermind.dec	Goldlich	8	DND_GOLDLICH
SpiderMastermind.dec	FakeGoldlich	8	DND_GOLDLICHFAKE
SpiderMastermind.dec	IronlichBoss	8	DND_IRONLICH
SpiderMastermind.dec	SpiderOverlord	8	DND_SPIDEROVERLORD
SpiderMastermind.dec	DarkLich	0	DND_DARKLICH
Uniques.dec	Teron	64	DND_TERON
Uniques.dec	Gant	64	DND_GANT
Uniques.dec	Bronn	64	DND_BRONN
Uniques.dec	Vaaj	64	DND_VAAJ
Uniques.dec	Remus	80	DND_REMUS
Uniques.dec	Ssrath	96	DND_SSRATH
Uniques.dec	HollowShell	80	DND_HOLLOWSHELL
Uniques.dec	Omnisight	32	DND_OMNISIGHT
Uniques.dec	Chegovax	10	DND_CHEGOVAX
Uniques.dec	Onimuz	48	DND_ONIMUZ
Uniques.dec	Harkimonde	56	DND_HARKIMONDE
Uniques.dec	Leshrac	64	DND_LESHRAC
Uniques.dec	LeshracPoisonMine	255	DND_LESHRACPOD
Uniques.dec	Krull	56	DND_KRULL
Uniques.dec	Thorax	48	DND_THORAX
Uniques.dec	Zravog	16	DND_ZRAVOG
Uniques.dec	Eryxia	24	DND_ERYXIA
Uniques.dec	Abaxoth	8	DND_ABAXOTH
Zombieman.dec	ZombieManGray	200	DND_ZOMBIEGRAY
Zombieman.dec	FormerRanger	170	DND_ZOMBIERANGER
Zombieman.dec	SMGGuy	200	DND_ZOMBIESMG
Zombieman.dec	RapidFireTrooper	200	DND_ZOMBIERAPID
Zombieman.dec	ZombieMarine	200	DND_ZOMBIEMARINE
Zombieman.dec	LOSZombieMan	200	DND_ZOMBIELOS
Zombieman.dec	PistolZombie	200	DND_ZOMBIEPISTOL
Zombieman.dec	QuakeZombie	200	DND_ZOMBIEQUAKE1
Zombieman.dec	UndeadHunter	30	DND_ZOMBIEHUNTER
Zombieman.dec	Prophet	184	DND_PROPHET
